"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"193578427","Standard ","6","Direct Billed to Insured","Pre-paid","N","42459","35","2004","MERC GRAND MARQ  ","Standard","-1","12","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","-1","250-500","100000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","13.5","Preferred","Y","Y","100-400","2006","Y","N","486.54","0","0.0","0.0","0.0","0.0"
"193698622","Standard ","6","Direct Billed to Insured","Installment","N","42873","35","2005","CHEV MALIBU LS   ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","5000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","10.1","Standard","Y","Y","20-50","2006","Y","N","458.98","0","0.0","0.0","0.0","0.0"
"193759440","Standard ","6","Direct Billed to Insured","Pre-paid","N","42453","35","2003","CHEV IMPALA LS   ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Alarm Only","Y","5","1000","50-100 ","35000","N","-1","Y","250","2","1","1","0","2","1","1","0","2","54","54","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","424","30.8","Non-standard","N","Y","40-100 ","2006","Y","N","458.98","0","0.0","0.0","0.0","0.0"
"193982023","Standard ","12","Premium Finance","Pre-paid","N","42879","35","2004","HOND ODYSSEY EX  ","Standard","-1","8","99","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","428","13.5","Non-standard","Y","Y","100-200","2006","Y","N","945.52","0","0.0","0.0","0.0","0.0"
"194308228","Standard ","6","Direct Billed to Insured","Installment","N","43653","31","2002","HOND ACCORD LX   ","Standard","-1","11","1","Work    ","7","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","50-100 ","50000","N","-1","Y","250","1","0","1","0","1","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","436","13.6","Hybrid","N","Y","40-100 ","2006","Y","N","463.22","0","0.0","0.0","0.0","0.0"
"194377326","Standard ","6","Direct Billed to Insured","Pre-paid","N","42875","30","1998","CHEV S10 PICKUP  ","Standard","-1","8","1","Work    ","20","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","1000","2","1","1","0","2","1","1","0","2","52","54","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","13.0","Preferred","Y","Y","20-50","2006","Y","N","301.04","0","0.0","0.0","0.0","0.0"
"194413828","Standard ","6","Direct Billed to Insured","Pre-paid","N","44252","16","2007","DODG CALIBER SX  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","0","1","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","442","13.6","Hybrid","Y","Y","20-50","2006","Y","N","407.04","0","0.0","0.0","0.0","0.0"
"194773027","Standard ","6","Direct Billed to Insured","Pre-paid","N","42870","35","2003","TYTA TMA LTDSR5  ","Standard","-1","15","1","Work    ","5","5","Unknown","Active Disabling","Y","4","-1","","-1","Y","100000","Y","1000","1","0","1","0","1","0","1","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","13.5","Preferred","Y","Y","","2006","Y","N","445.2","0","0.0","0.0","0.0","0.0"
"195444627","Standard ","6","Direct Billed to Insured","Pre-paid","Y","43076","35","1997","FORD F250 HVDTY  ","Standard","-1","13","99","Work    ","10","5","Unknown","Not Applicable","Y","9","1000","25-50  ","35000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","13.2","Hybrid","N","Y","20-50","2006","Y","N","372.06","0","0.0","0.0","0.0","0.0"
"195518527","Standard ","6","Direct Billed to Insured","Pre-paid","Y","42530","32","1995","NSSN ALTIMA      ","Standard","-1","11","1","Work    ","11","5","Unknown","Not Applicable","Y","9","1000","100-300","50000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","13.1","Standard","N","N","100-200","2006","Y","N","186.56","0","0.0","0.0","0.0","0.0"
"195944227","Standard ","6","Direct Billed to Insured","Installment","N","44139","31","2000","DODG INTREPID    ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","8","5000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","13.5","Preferred","Y","Y","100-200","2006","Y","N","376.3","0","0.0","0.0","0.0","0.0"
"196118327","Standard ","6","Direct Billed to Insured","Pre-paid","N","43381","31","1995","FORD EXPLORER    ","Standard","-1","7","1","Farm    ","-1","5","Unknown","Not Applicable","Y","9","5000","50-100 ","35000","N","-1","Y","100","2","1","1","0","2","1","1","0","2","48","54","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","13.5","Hybrid","Y","Y","40-100 ","2006","Y","N","270.3","1","2113.02","2.0","2113.02","7.82"
"196430343","Standard ","6","Direct Billed to Insured","Pre-paid","N","42885","35","1999","HOND ACCORD LX   ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Active Disabling","Y","9","-1","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","26.9","Non-standard","Y","Y","20-50","2006","N","N","99.69","0","0.0","0.0","0.0","0.0"
"196533629","Standard ","6","Direct Billed to Insured","Pre-paid","Y","43080","35","2003","FORD F150 SCAB   ","Standard","-1","13","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","25-50  ","25000","N","-1","Y","250","1","1","0","0","0","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","430","13.3","Standard","Y","Y","20-50","2006","Y","N","569.22","0","0.0","0.0","0.0","0.0"
"196707727","Standard ","6","Direct Billed to Insured","Installment","N","43665","31","2002","BUIK CNTRYCU-SE  ","Standard","-1","8","1","Work    ","14","5","Unknown","Passive Disabling-Vehicle Recovery","N","6","1000","100-300","50000","N","-1","Y","250","1","0","1","0","1","1","0","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","436","13.5","Preferred","Y","Y","100-200","2006","Y","N","425.06","0","0.0","0.0","0.0","0.0"
"199679340","Standard ","6","Direct Billed to Insured","Installment","N","44066","18","2000","BUIK CNTRYCU-00  ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","Y","8","10000","100-300","100000","N","-1","Y","250","1","0","1","0","0","1","0","0","1","70","70","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","440","29.8","Preferred","N","Y","100-200","2006","Y","N","408.1","0","0.0","0.0","0.0","0.0"
"200441825","Standard ","6","Direct Billed to Insured","Installment","Y","42597","30","1996","CHEV PICKUP1500  ","Standard","-1","10","99","Work    ","10","5","Unknown","Not Applicable","Y","9","5000","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","27","27","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","12.3","Hybrid","Y","Y","100-200","2006","Y","N","324.36","0","0.0","0.0","0.0","0.0"
"201571526","Standard ","6","Direct Billed to Insured","Installment","N","42980","30","2006","CHEV TRAILBLAZE  ","Standard","-1","12","1","Work    ","7","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","100000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","13.0","Non-standard","Y","Y","100-200","2006","Y","N","493.96","1","498.45","2.0","498.45","1.01"
"201750526","Standard ","6","Direct Billed to Insured","Pre-paid","N","43981","31","1993","FORD F150        ","Standard","-1","1","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","75","75","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","439","13.0","Standard","Y","N","20-50","2006","Y","N","122.96","0","0.0","0.0","0.0","0.0"
"201952526","Standard ","6","Direct Billed to Insured","Installment","N","42880","35","2000","CHRY 300M        ","Intermediate","-1","16","1","Work    ","5","5","Unknown","Not Applicable","N","7","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","12.5","Preferred","Y","Y","20-50","2006","Y","N","450.5","0","0.0","0.0","0.0","0.0"
"202315728","Standard ","6","Direct Billed to Insured","Installment","Y","44139","31","1997","PONT GRN PRX SE  ","Standard","-1","6","1","Work    ","4","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","13.1","Preferred","Y","Y","40-100 ","2006","Y","N","307.4","0","0.0","0.0","0.0","0.0"
"202932626","Standard ","6","Direct Billed to Insured","Pre-paid","N","52170","31","1994","BUIK CENTURY SP  ","Standard","-1","5","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","89","92","0","0","0","0","0","0","0","2","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","521","13.0","Standard","Y","Y","20-50","2006","Y","N","267.12","0","0.0","0.0","0.0","0.0"
"203686825","Standard ","6","Direct Billed to Insured","Installment","N","43413","31","2005","FORD EXPLORER X  ","Standard","-1","10","99","Pleasure","-1","5","Unknown","Alarm Only","Y","2","-1","100-300","50000","N","-1","Y","500","2","1","1","0","1","2","0","0","2","35","38","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","12.5","Hybrid","N","Y","100-200","2006","Y","N","390.08","0","0.0","0.0","0.0","0.0"
"203848125","Standard ","6","Direct Billed to Insured","Pre-paid","N","42979","30","2002","TYTA CAMRY       ","Standard","-1","12","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","12.1","Standard","Y","Y","100-200","2006","Y","N","272.42","0","0.0","0.0","0.0","0.0"
"204078139","Standard ","6","Direct Billed to Insured","Installment","N","42787","31","1997","FORD F150        ","Standard","-1","6","1","Work    ","10","5","Unknown","Not Applicable","Y","9","5000","50-100 ","35000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","28.2","Standard","Y","Y","40-100 ","2006","Y","N","350.86","0","0.0","0.0","0.0","0.0"
"204809024","Standard ","6","Direct Billed to Insured","Pre-paid","N","42847","35","1996","BUIK REGALGR SP  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","","-1","Y","100000","Y","500","1","0","1","0","1","0","1","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","12.0","Preferred","Y","Y","","2006","Y","N","301.04","0","0.0","0.0","0.0","0.0"
"205112839","Standard ","6","Direct Billed to Insured","Pre-paid","N","52207","31","1993","DODG SHADOW      ","Standard","-1","7","1","Farm    ","-1","5","Unknown","Not Applicable","N","9","5000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","82","82","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","522","27.2","Standard","N","N","20-50","2006","Y","N","111.3","0","0.0","0.0","0.0","0.0"
"205476042","Standard ","6","Direct Billed to Insured","Pre-paid","N","42905","35","1995","PONT BONNEV SE   ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","100-300","100000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","429","27.1","Standard","N","N","100-200","2006","Y","N","157.94","0","0.0","0.0","0.0","0.0"
"205746225","Standard ","6","Direct Billed to Insured","Pre-paid","N","42502","35","1987","CHEV V10         ","Standard","-1","10","1","Work    ","17","5","Unknown","Not Applicable","N","9","5000","50-100 ","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","12.5","Non-standard","N","N","40-100 ","2006","Y","N","177.02","0","0.0","0.0","0.0","0.0"
"205805939","Standard ","6","Direct Billed to Insured","Pre-paid","N","42995","30","2002","FORD F150 SCAB   ","Standard","-1","11","1","Farm    ","-1","5","Unknown","Not Applicable","Y","5","-1","25-50  ","25000","N","-1","Y","100","1","1","0","0","1","1","0","0","1","67","67","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","27.3","Standard","Y","Y","20-50","2006","Y","N","418.7","0","0.0","0.0","0.0","0.0"
"206237925","Standard ","6","Direct Billed to Insured","Pre-paid","N","42905","35","2004","CHEV COLORADO B  ","Standard","-1","15","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","54","59","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","12.5","Standard","Y","Y","20-50","2006","Y","N","329.66","0","0.0","0.0","0.0","0.0"
"207698139","Standard ","6","Direct Billed to Insured","Pre-paid","N","42762","31","2005","CADI CTS         ","High","-1","20","1","Work    ","3","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","35000","N","-1","Y","1000","1","0","1","0","1","0","1","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","27.2","Standard","Y","Y","40-100 ","2006","Y","N","573.46","0","0.0","0.0","0.0","0.0"
"207834425","Standard ","6","Direct Billed to Insured","Pre-paid","N","42622","31","1994","FORD EXPLORER    ","Standard","-1","5","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","50-100 ","50000","N","-1","Y","250","1","0","1","0","0","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","426","12.5","Preferred","Y","Y","40-100 ","2006","Y","N","290.44","0","0.0","0.0","0.0","0.0"
"208438024","Standard ","6","Direct Billed to Insured","Installment","N","42364","37","2006","CHEV MALIBU      ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","1","-1","250-500","100000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","61","63","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","12.0","Hybrid","Y","Y","100-400","2006","Y","N","381.6","0","0.0","0.0","0.0","0.0"
"208700425","Standard ","6","Direct Billed to Insured","Pre-paid","N","42568","30","2005","GMC  YUKON XL 1  ","Standard","-1","13","1","Work    ","8","5","Unknown","Alarm Only","Y","3","5000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","12.5","Hybrid","Y","Y","100-200","2006","Y","N","449.44","0","0.0","0.0","0.0","0.0"
"208878025","Standard ","6","Direct Billed to Insured","Installment","N","43551","17","1973","VW SEDAN 2DR     ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","50-100 ","35000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","435","12.5","Non-standard","N","N","40-100 ","2006","Y","N","142.04","0","0.0","0.0","0.0","0.0"
"209201724","Standard ","6","Direct Billed to Insured","Pre-paid","N","42992","30","2000","GMC  SIERRA2500  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","7","1000","100-300","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","429","12.0","Hybrid","Y","N","100-200","2006","N","N","149.46","0","0.0","0.0","0.0","0.0"
